timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status,hour,day_of_week,month,is_weekend,is_peak_hour,time_of_day,location_name,road_type,zone,road_capacity,free_flow_speed,total_vehicle_count,volume_capacity_ratio,speed_ratio,volume_score,speed_score,accident_score,weather_score,peak_hour_score,signal_score,congestion_score
2024-01-01 18:08:00,4,980,67.05237046191601,61,65,12,Rainy,21.764795395044597,81.75006245358549,0,Green,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,138,1.0888888888888888,1.6763092615479003,40,0,0,4,5,0,49
2024-01-01 18:09:00,1,338,47.74347061475244,316,15,9,Rainy,15.2850046140225,78.58789976242588,0,Red,18,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,340,0.2816666666666667,1.0609660136611654,5,0,0,4,5,5,19
2024-01-01 18:10:00,5,773,71.89775630691211,250,38,1,Rainy,23.4157226075451,37.681062518499935,0,Yellow,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,289,1.1042857142857143,2.0542216087689176,40,0,0,4,5,2,51
2024-01-01 18:11:00,3,942,34.96749225759394,472,76,5,Windy,33.94955134022749,75.31123645489564,0,Red,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,553,0.5233333333333333,0.4995356036799134,20,26,0,2,5,5,58
2024-01-01 18:12:00,2,321,63.02723410833161,413,36,7,Windy,24.71314203483409,42.87241327219719,1,Green,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,456,0.321,1.2605446821666322,10,0,10,2,5,0,27
2024-01-01 18:13:00,2,979,71.36794994082462,541,80,35,Sunny,10.27617863031944,88.64333659249445,0,Green,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,656,0.979,1.4273589988164923,40,0,0,0,5,0,45
2024-01-01 18:14:00,3,115,41.40612269739636,377,20,24,Cloudy,11.492772621909763,33.12535127773546,0,Green,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,421,0.06388888888888888,0.5915160385342337,5,26,0,1,5,0,37
2024-01-01 18:15:00,2,532,65.44786672704306,463,43,43,Cloudy,34.82158584008881,51.12830901361461,0,Green,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,549,0.532,1.3089573345408612,20,0,0,1,5,0,26
2024-01-01 18:16:00,4,985,37.70434095585856,147,18,46,Sunny,11.798658980986009,55.71887044672292,1,Green,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,211,1.0944444444444446,0.9426085238964641,40,0,10,0,5,0,55
2024-01-01 18:17:00,1,297,37.93142811554185,710,70,39,Cloudy,11.151129001122465,79.45217469373526,0,Yellow,18,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,819,0.2475,0.8429206247898189,5,8,0,1,5,2,21
2024-01-01 18:18:00,4,205,26.423430713251165,424,7,6,Windy,18.825606733966385,75.97336908024278,0,Red,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,437,0.22777777777777777,0.6605857678312791,5,16,0,2,5,5,33
2024-01-01 18:19:00,2,96,46.40348279056393,411,76,45,Cloudy,34.232930081733414,52.49952869679538,0,Red,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,532,0.096,0.9280696558112785,5,0,0,1,5,5,16
2024-01-01 18:20:00,5,984,63.78271438984533,212,65,22,Windy,17.96687884332164,63.93361760748245,0,Yellow,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,299,1.4057142857142857,1.8223632682812951,40,0,0,2,5,2,49
2024-01-01 18:21:00,1,503,76.4132483342771,623,40,18,Sunny,20.24710327188177,80.13570981646382,0,Yellow,18,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,681,0.4191666666666667,1.6980721852061578,10,0,0,0,5,2,17
2024-01-01 18:22:00,1,250,56.227819515745765,762,74,45,Rainy,25.851926530214136,31.091975529063163,0,Yellow,18,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,881,0.20833333333333334,1.2495071003499059,5,0,0,4,5,2,16
2024-01-01 18:23:00,3,709,71.78813226414434,97,87,21,Sunny,10.602795983159943,78.13068597146832,0,Red,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,205,0.3938888888888889,1.0255447466306333,10,0,0,0,5,5,20
2024-01-01 18:24:00,3,173,69.34967895741363,104,69,12,Cloudy,32.4440894379797,86.81376152052252,0,Red,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,185,0.0961111111111111,0.9907096993916232,5,0,0,1,5,5,16
2024-01-01 18:25:00,5,50,30.40058317851685,49,60,20,Windy,22.9860754388608,31.92387128905027,0,Green,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,129,0.07142857142857142,0.8685880908147672,5,8,0,2,5,0,20
2024-01-01 18:26:00,1,808,49.14904573475789,744,25,0,Cloudy,21.67027265010145,32.73485922469096,0,Red,18,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,769,0.6733333333333333,1.0922010163279532,20,0,0,1,5,5,31
2024-01-01 18:27:00,5,904,27.01541213152349,68,70,18,Cloudy,31.51816655516576,50.67084033396121,0,Red,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,156,1.2914285714285714,0.7718689180435283,40,8,0,1,5,5,59
2024-01-01 18:28:00,3,689,60.9291896936981,796,82,32,Rainy,33.82691473395053,35.266173826060474,0,Yellow,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,910,0.3827777777777778,0.8704169956242586,10,8,0,4,5,2,29
2024-01-01 18:29:00,3,240,76.99398009476457,164,69,3,Cloudy,20.58563079117087,58.75656481763329,0,Red,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,236,0.13333333333333333,1.0999140013537796,5,0,0,1,5,5,16
2024-01-01 18:30:00,1,628,28.22536748472539,88,28,41,Rainy,14.311026982330768,73.72264110538671,0,Green,18,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,157,0.5233333333333333,0.6272303885494531,20,16,0,4,5,0,45
2024-01-01 18:31:00,4,565,64.03298784815249,77,65,2,Windy,30.392731750051823,64.01395410190906,0,Red,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,144,0.6277777777777778,1.6008246962038122,20,0,0,2,5,5,32
2024-01-01 18:32:00,2,491,57.934289052071655,716,18,26,Windy,20.081510530562177,41.78591454436442,0,Yellow,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,760,0.491,1.158685781041433,10,0,0,2,5,2,19
2024-01-01 18:33:00,3,970,55.01630222048598,593,67,40,Rainy,33.388638487794154,69.28867800182147,0,Yellow,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,700,0.5388888888888889,0.7859471745783712,20,8,0,4,5,2,39
2024-01-01 18:34:00,3,864,43.40721408130035,498,57,34,Sunny,33.74747459577458,71.09126875073494,0,Green,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,589,0.48,0.6201030583042908,10,16,0,0,5,0,31
2024-01-01 18:35:00,4,855,41.30789886522875,839,69,27,Windy,12.870725793034238,85.94675734110088,0,Green,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,935,0.95,1.0326974716307187,40,0,0,2,5,0,47
2024-01-01 18:36:00,4,192,22.714951341133272,464,56,5,Sunny,33.91384918332128,38.80781384262294,0,Red,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,525,0.21333333333333335,0.5678737835283318,5,26,0,0,5,5,41
2024-01-01 18:37:00,5,240,33.07452249512081,315,36,5,Windy,19.206758136128023,71.5401698945834,0,Green,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,356,0.34285714285714286,0.9449863570034517,10,0,0,2,5,0,17
2024-01-01 18:38:00,5,582,20.910612937209613,697,60,43,Windy,26.15631294142976,84.68563313118885,0,Green,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,800,0.8314285714285714,0.5974460839202747,30,26,0,2,5,0,63
2024-01-01 18:39:00,2,276,54.88502633492124,190,91,22,Foggy,10.86875204335115,60.09384919923805,0,Yellow,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,303,0.276,1.0977005266984248,5,0,0,5,5,2,17
2024-01-01 18:40:00,2,362,26.35119415267453,594,29,32,Cloudy,32.22210685209582,51.707980791783385,0,Yellow,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,655,0.362,0.5270238830534906,10,26,0,1,5,2,44
2024-01-01 18:41:00,1,678,72.38116364178296,166,70,15,Cloudy,26.03993323362162,40.24496965326949,0,Red,18,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,251,0.565,1.6084703031507326,20,0,0,1,5,5,31
2024-01-01 18:42:00,5,998,51.38858124182991,503,72,23,Sunny,26.08886167391048,82.00721318938545,1,Red,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,598,1.4257142857142857,1.4682451783379975,40,0,10,0,5,5,60
2024-01-01 18:43:00,3,351,61.981394543522505,325,24,4,Cloudy,32.5544039994371,53.654782490435664,0,Red,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,353,0.195,0.885448493478893,5,8,0,1,5,5,24
2024-01-01 18:44:00,5,703,44.65142551042979,692,96,40,Sunny,22.708679372683577,85.49294659606153,0,Red,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,828,1.0042857142857142,1.2757550145837082,40,0,0,0,5,5,50
2024-01-01 18:45:00,3,509,53.63478854006292,672,64,41,Windy,20.262916009063765,80.86549788784657,0,Yellow,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,777,0.2827777777777778,0.7662112648580417,5,8,0,2,5,2,22
2024-01-01 18:46:00,4,450,76.55955061799783,865,5,12,Foggy,31.653218807307905,52.59839110783175,0,Red,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,882,0.5,1.9139887654499457,10,0,0,5,5,5,25
2024-01-01 18:47:00,5,600,24.964042377420245,628,17,46,Foggy,28.560512796784955,64.43485853677575,0,Red,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,691,0.8571428571428571,0.7132583536405784,30,16,0,5,5,5,61
2024-01-01 18:48:00,4,442,35.23626631542177,465,9,11,Windy,33.724391624122525,31.630442177635288,1,Green,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,485,0.4911111111111111,0.8809066578855443,10,8,10,2,5,0,35
2024-01-01 18:49:00,2,916,66.79929961463266,240,91,4,Rainy,33.50304733276332,45.79328417202808,0,Red,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,335,0.916,1.3359859922926531,40,0,0,4,5,5,54
2024-01-01 18:50:00,2,813,25.924232412959952,574,10,36,Rainy,19.55815411400601,72.61637091415497,0,Green,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,620,0.813,0.518484648259199,30,26,0,4,5,0,65
2024-01-01 18:51:00,1,894,24.539666234246653,823,96,30,Cloudy,21.174657253535447,70.67465675077601,0,Yellow,18,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,949,0.745,0.5453259163165923,30,26,0,1,5,2,64
2024-01-01 18:52:00,5,256,41.69248392524232,397,64,27,Sunny,16.39962384476946,51.20216757250506,0,Red,18,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,488,0.3657142857142857,1.1912138264354948,10,0,0,0,5,5,20
2024-01-01 18:53:00,4,259,25.53007750834594,639,76,27,Foggy,26.51619722846419,78.5164819145674,0,Green,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,742,0.2877777777777778,0.6382519377086485,5,16,0,5,5,0,31
2024-01-01 18:54:00,3,164,55.10470653237218,285,83,29,Cloudy,19.113549252222164,44.15016311399226,0,Red,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,397,0.09111111111111111,0.7872100933196026,5,8,0,1,5,5,24
2024-01-01 18:55:00,2,786,33.57651504899599,114,64,17,Windy,29.652516165191777,57.6762319891363,0,Green,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,195,0.786,0.6715303009799197,30,16,0,2,5,0,53
2024-01-01 18:56:00,2,695,73.74187779196234,281,51,43,Foggy,13.038769018272763,58.35183811865405,0,Red,18,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,375,0.695,1.4748375558392468,20,0,0,5,5,5,35
2024-01-01 18:57:00,3,300,67.0100048507154,844,66,26,Sunny,12.910071279143647,50.44900613220103,0,Yellow,18,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,936,0.16666666666666666,0.9572857835816486,5,0,0,0,5,2,12
2024-01-01 18:58:00,4,268,61.98231236596857,90,81,34,Sunny,15.111384535484923,87.27996606751003,0,Yellow,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,205,0.29777777777777775,1.5495578091492141,5,0,0,0,5,2,12
2024-01-01 18:59:00,4,456,57.01664164307012,238,77,25,Rainy,12.107304710935338,71.80104201090609,0,Green,18,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,340,0.5066666666666667,1.4254160410767531,20,0,0,4,5,0,29
2024-01-01 19:00:00,5,492,71.8079438204878,552,30,38,Cloudy,25.50079019195587,62.35196011963809,0,Green,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,620,0.7028571428571428,2.0516555377282226,30,0,0,1,5,0,36
2024-01-01 19:01:00,5,652,33.38372369256541,111,90,48,Windy,13.683819150418463,60.63090560331891,0,Yellow,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,249,0.9314285714285714,0.9538206769304404,40,0,0,2,5,2,49
2024-01-01 19:02:00,1,403,72.38653056585366,146,16,17,Foggy,13.999072936691356,39.55776554826579,0,Red,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,179,0.3358333333333333,1.6085895681300815,10,0,0,5,5,5,25
2024-01-01 19:03:00,2,937,67.36953790544314,99,54,32,Sunny,10.35570559322915,52.33121382408589,0,Green,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,185,0.937,1.3473907581088627,40,0,0,0,5,0,45
2024-01-01 19:04:00,5,607,64.88964958326113,843,92,24,Foggy,29.552250365590247,70.36639888374644,0,Yellow,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,959,0.8671428571428571,1.8539899880931752,30,0,0,5,5,2,42
2024-01-01 19:05:00,4,599,53.675340684495445,257,35,30,Windy,30.307401385587028,85.47421318120402,0,Green,19,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,322,0.6655555555555556,1.3418835171123862,20,0,0,2,5,0,27
2024-01-01 19:06:00,3,191,34.774649658236,391,25,36,Foggy,14.050560409110991,78.98784356351031,0,Yellow,19,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,452,0.10611111111111111,0.49678070940337143,5,26,0,5,5,2,43
2024-01-01 19:07:00,4,661,45.41287495951378,505,52,1,Cloudy,28.488110856680613,48.02338823759827,0,Yellow,19,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,558,0.7344444444444445,1.1353218739878446,30,0,0,1,5,2,38
2024-01-01 19:08:00,2,550,67.61423927232809,713,16,32,Rainy,20.83862807893399,56.037397541396,0,Green,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,761,0.55,1.3522847854465618,20,0,0,4,5,0,29
2024-01-01 19:09:00,4,889,21.906709061439468,44,85,38,Foggy,15.989872074134784,34.97505124276768,0,Green,19,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,167,0.9877777777777778,0.5476677265359867,40,26,0,5,5,0,76
2024-01-01 19:10:00,1,751,66.92304615582549,175,24,42,Rainy,25.534615201845725,36.13033938213485,0,Yellow,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,241,0.6258333333333334,1.4871788034627886,20,0,0,4,5,2,31
2024-01-01 19:11:00,2,596,34.40424442925399,536,1,42,Windy,14.46210185867712,58.21382321992291,0,Red,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,579,0.596,0.6880848885850799,20,16,0,2,5,5,48
2024-01-01 19:12:00,3,708,28.658552043296183,651,85,31,Rainy,28.92209019132589,61.81316440902601,0,Yellow,19,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,767,0.3933333333333333,0.4094078863328026,10,35,0,4,5,2,56
2024-01-01 19:13:00,1,591,26.94207909081813,808,4,17,Foggy,11.190380689263792,45.84162574181484,0,Red,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,829,0.4925,0.5987128686848473,10,26,0,5,5,5,51
2024-01-01 19:14:00,2,895,21.635000717048907,549,3,16,Foggy,33.97827332319786,68.56696135115648,1,Red,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,568,0.895,0.43270001434097816,30,35,10,5,5,5,90
2024-01-01 19:15:00,3,556,51.41518911328717,729,35,33,Sunny,11.796881342715611,72.20284113480827,0,Red,19,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,797,0.3088888888888889,0.7345027016183882,10,16,0,0,5,5,36
2024-01-01 19:16:00,1,645,33.09559236162377,76,5,38,Foggy,24.48621048121724,47.94696789671747,0,Green,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,119,0.5375,0.7354576080360838,20,16,0,5,5,0,46
2024-01-01 19:17:00,1,930,79.3659059467779,624,20,6,Rainy,32.55485725305947,75.50548354245251,0,Yellow,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,650,0.775,1.7636867988172866,30,0,0,4,5,2,41
2024-01-01 19:18:00,2,330,54.466205352332345,38,76,41,Sunny,10.297611721196258,42.336295142348,0,Yellow,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,155,0.33,1.0893241070466468,10,0,0,0,5,2,17
2024-01-01 19:19:00,5,473,28.273116161360623,403,88,34,Foggy,22.462861524726428,62.65508263653443,0,Red,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,525,0.6757142857142857,0.8078033188960178,20,8,0,5,5,5,43
2024-01-01 19:20:00,1,905,61.32575244868192,884,25,29,Foggy,18.750174107767,78.2568656137304,0,Red,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,938,0.7541666666666667,1.3627944988595981,30,0,0,5,5,5,45
2024-01-01 19:21:00,1,319,73.86461399058352,212,54,11,Windy,24.50830475644773,62.22054514095332,0,Red,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,277,0.2658333333333333,1.6414358664574116,5,0,0,2,5,5,17
2024-01-01 19:22:00,3,203,64.71076972217686,256,38,34,Sunny,15.636434668441469,84.47776311126304,0,Yellow,19,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,328,0.11277777777777778,0.9244395674596695,5,0,0,0,5,2,12
2024-01-01 19:23:00,4,663,24.58639166236686,406,83,10,Windy,11.622480430793118,33.510073972478146,0,Red,19,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,499,0.7366666666666667,0.6146597915591715,30,16,0,2,5,5,58
2024-01-01 19:24:00,2,776,73.75305087155957,445,32,43,Windy,25.648325921217676,65.29883072948832,0,Yellow,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,520,0.776,1.4750610174311913,30,0,0,2,5,2,39
2024-01-01 19:25:00,2,711,67.63576315159789,296,13,3,Windy,20.42123098733506,63.70532715266341,0,Yellow,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,312,0.711,1.3527152630319577,30,0,0,2,5,2,39
2024-01-01 19:26:00,5,993,29.49823400633686,246,55,24,Cloudy,25.562138467655743,69.62119971256108,1,Green,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,325,1.4185714285714286,0.8428066858953389,40,8,10,1,5,0,64
2024-01-01 19:27:00,5,132,23.10715332396901,764,99,47,Windy,15.263478670946071,80.00441032081847,0,Red,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,910,0.18857142857142858,0.6602043806848288,5,16,0,2,5,5,33
2024-01-01 19:28:00,2,671,53.43863451885851,571,80,31,Rainy,18.468531573837048,73.55118506030371,0,Red,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,682,0.671,1.0687726903771702,20,0,0,4,5,5,34
2024-01-01 19:29:00,5,996,29.36214868039861,342,20,19,Foggy,24.04203473411526,77.4169641223705,0,Red,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,381,1.4228571428571428,0.8389185337256746,40,8,0,5,5,5,63
2024-01-01 19:30:00,3,948,70.07545715571632,172,45,49,Cloudy,24.827819458118185,47.32900354305729,0,Green,19,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,266,0.5266666666666666,1.001077959367376,20,0,0,1,5,0,26
2024-01-01 19:31:00,2,475,41.50007940030042,658,15,30,Windy,19.30787019435663,53.24984271413788,0,Red,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,703,0.475,0.8300015880060084,10,8,0,2,5,5,30
2024-01-01 19:32:00,5,324,74.77354668419451,256,15,3,Foggy,17.001330140413913,67.60661844277382,0,Yellow,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,274,0.46285714285714286,2.1363870481198433,10,0,0,5,5,2,22
2024-01-01 19:33:00,2,762,53.94129032846035,74,83,37,Sunny,16.842515737214896,63.207688315496114,0,Red,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,194,0.762,1.078825806569207,30,0,0,0,5,5,40
2024-01-01 19:34:00,4,333,30.96034305438009,455,28,46,Sunny,14.36748378552246,87.66623249823219,0,Yellow,19,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,529,0.37,0.7740085763595023,10,8,0,0,5,2,25
2024-01-01 19:35:00,1,222,28.375932041588005,703,91,0,Foggy,18.13512405823968,41.21006999606516,0,Yellow,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,794,0.185,0.6305762675908445,5,16,0,5,5,2,33
2024-01-01 19:36:00,2,376,54.58834625346523,128,7,2,Rainy,14.9860084253305,51.076702347068505,0,Yellow,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,137,0.376,1.0917669250693047,10,0,0,4,5,2,21
2024-01-01 19:37:00,1,767,65.71301671174663,885,87,36,Foggy,25.84538515574862,64.36531399709128,0,Yellow,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,1008,0.6391666666666667,1.4602892602610362,20,0,0,5,5,2,32
2024-01-01 19:38:00,5,112,66.89033886453092,203,2,21,Foggy,24.226674956052243,82.07782619616913,0,Red,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,226,0.16,1.9111525389865978,5,0,0,5,5,5,20
2024-01-01 19:39:00,1,122,36.54544426647688,387,88,16,Cloudy,19.564720591773003,85.7609114814595,0,Green,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,491,0.10166666666666667,0.8121209836994862,5,8,0,1,5,0,19
2024-01-01 19:40:00,2,812,32.25480553473005,217,18,13,Sunny,18.14575049843486,50.16217984965592,0,Green,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,248,0.812,0.645096110694601,30,16,0,0,5,0,51
2024-01-01 19:41:00,4,685,21.005378269542945,390,96,40,Sunny,15.940355004866063,34.0265076915811,0,Yellow,19,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,526,0.7611111111111111,0.5251344567385736,30,26,0,0,5,2,63
2024-01-01 19:42:00,5,424,60.75194907207016,392,65,34,Windy,23.386457723983533,55.29718187533111,0,Red,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,491,0.6057142857142858,1.735769973487719,20,0,0,2,5,5,32
2024-01-01 19:43:00,2,682,24.594095506012337,516,78,12,Foggy,32.972569108642205,53.660648594010425,0,Green,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,606,0.682,0.49188191012024673,20,26,0,5,5,0,56
2024-01-01 19:44:00,5,557,45.24567210595555,618,85,34,Foggy,27.14257628472343,89.18922407578137,0,Red,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,737,0.7957142857142857,1.2927334887415871,30,0,0,5,5,5,45
2024-01-01 19:45:00,3,836,56.100929841097766,220,73,42,Rainy,28.610367850889183,55.86367465744736,0,Green,19,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,335,0.46444444444444444,0.8014418548728253,10,8,0,4,5,0,27
2024-01-01 19:46:00,1,992,76.22653669518061,868,81,1,Sunny,30.859446591410197,48.343379958193765,0,Yellow,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,950,0.8266666666666667,1.6939230376706802,30,0,0,0,5,2,37
2024-01-01 19:47:00,3,447,38.70812821734612,528,21,46,Rainy,18.79087433344622,51.92264247209605,0,Yellow,19,0,1,0,1,evening,Swami Vivekananda Airport,Highway,Airport,1800,70,595,0.24833333333333332,0.5529732602478017,5,26,0,4,5,2,42
2024-01-01 19:48:00,2,169,34.986329746791185,341,45,12,Cloudy,11.57189455286219,53.81557683742884,0,Yellow,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,398,0.169,0.6997265949358237,5,16,0,1,5,2,29
2024-01-01 19:49:00,4,983,59.24960925716591,294,90,15,Windy,25.563970083041102,79.29242293179695,0,Green,19,0,1,0,1,evening,Magneto Mall,Urban,Commercial,900,40,399,1.0922222222222222,1.4812402314291477,40,0,0,2,5,0,47
2024-01-01 19:50:00,5,486,57.1543419232149,230,12,17,Rainy,14.716807280700817,34.86089356987585,0,Red,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,259,0.6942857142857143,1.63298119780614,20,0,0,4,5,5,34
2024-01-01 19:51:00,1,878,39.92658699848747,523,32,6,Sunny,24.226091249891656,48.9904229325016,0,Yellow,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,561,0.7316666666666667,0.8872574888552772,30,8,0,0,5,2,45
2024-01-01 19:52:00,5,725,75.6861101305872,137,4,44,Cloudy,28.48775582892662,87.97910951442597,0,Red,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,185,1.0357142857142858,2.1624602894453484,40,0,0,1,5,5,51
2024-01-01 19:53:00,2,985,70.69173964937796,722,89,35,Foggy,29.590957553695915,39.186150287928,0,Red,19,0,1,0,1,evening,AIIMS Raipur,Arterial,Hospital,1000,50,846,0.985,1.4138347929875592,40,0,0,5,5,5,55
2024-01-01 19:54:00,5,514,33.43895275190487,573,76,40,Cloudy,17.545978006187887,74.5560792919554,0,Yellow,19,0,1,0,1,evening,Jaistambh Chowk,CBD,Business District,700,35,689,0.7342857142857143,0.9553986500544249,30,0,0,1,5,2,38
2024-01-01 19:55:00,1,335,34.34855272607139,61,26,29,Rainy,22.81083081423288,51.38361007189742,0,Green,19,0,1,0,1,evening,Raipur Railway Station,Commercial,Transit,1200,45,116,0.2791666666666667,0.7633011716904753,5,8,0,4,5,0,22
